Date,Nifty Financial Services,Nifty IT,India VIX,Nifty Bank,Nifty 50
2021-02-25,16919.30078125,24872.44921875,22.889999389648438,36548.57421875,15097.349609375
2021-02-26,16085.25,24301.44921875,28.139999389648438,34803.1953125,14529.150390625
2021-03-01,16372.849609375,24556.30078125,25.6299991607666,35295.58984375,14761.5498046875
2021-03-02,16398.599609375,25301.849609375,23.610000610351562,35419.2890625,14919.099609375
2021-03-03,16854.400390625,25772.650390625,22.09000015258789,36367.62890625,15245.599609375
2021-03-04,16550.599609375,25631.849609375,24.149999618530273,35802.08203125,15080.75
2021-03-05,16345.9501953125,25229.599609375,25.559999465942383,35227.73828125,14938.099609375
2021-03-08,16285.4501953125,25347.94921875,24.68000030517578,35275.33984375,14956.2001953125
2021-03-09,16649.75,25582.349609375,22.5,35865.23046875,15098.400390625
2021-03-10,16689.69921875,26010.099609375,20.75,35937.8828125,15174.7998046875
2021-03-12,16506.349609375,25888.25,21.709999084472656,35496.234375,15030.9501953125
2021-03-15,16301.25,26032.05078125,21.229999542236328,35182.140625,14929.5
2021-03-16,16167.150390625,26363.849609375,20.190000534057617,34804.1953125,14910.4501953125
2021-03-17,15977.400390625,26183.5,20.15999984741211,34228.8515625,14721.2998046875
2021-03-18,15848.599609375,25373.349609375,20.079999923706055,33856.40625,14557.849609375
2021-03-19,15985.349609375,25562.75,19.989999771118164,34161.203125,14744.0
2021-03-22,15802.25,26035.349609375,20.489999771118164,33603.05859375,14736.400390625
2021-03-23,15944.400390625,26105.69921875,20.670000076293945,34184.0,14814.75
2021-03-24,15604.4501953125,25802.94921875,22.459999084472656,33292.86328125,14549.400390625
2021-03-25,15474.75,25237.099609375,22.700000762939453,33006.06640625,14324.900390625
2021-03-26,15717.2001953125,25385.099609375,20.649999618530273,33317.8125,14507.2998046875
2021-03-30,16037.849609375,26121.099609375,20.489999771118164,33874.70703125,14845.099609375
2021-03-31,15715.599609375,25855.0,20.649999618530273,33303.51171875,14690.7001953125
2021-04-01,15909.25,25980.400390625,19.989999771118164,33857.60546875,14867.349609375
2021-04-05,15392.099609375,26491.400390625,21.219999313354492,32678.470703125,14637.7998046875
2021-04-06,15394.849609375,26532.19921875,20.84000015258789,32500.97265625,14683.5
2021-04-07,15577.5498046875,26831.0,20.25,32990.81640625,14819.0498046875
2021-04-08,15525.150390625,27148.400390625,20.309999465942383,32782.46875,14873.7998046875
2021-04-09,15412.5,27367.05078125,19.790000915527344,32447.673828125,14834.849609375
2021-04-12,14711.0,26727.80078125,23.0,30791.642578125,14310.7998046875
2021-04-13,15209.150390625,25851.30078125,20.459999084472656,31771.23046875,14504.7998046875
2021-04-15,15387.400390625,26010.849609375,20.889999389648438,32112.4765625,14581.4501953125
2021-04-16,15362.25,26324.900390625,20.399999618530273,31977.078125,14617.849609375
2021-04-19,15006.5498046875,26236.900390625,22.489999771118164,31208.037109375,14359.4501953125
2021-04-20,14922.099609375,25877.599609375,22.43000030517578,31112.337890625,14296.400390625
2021-04-22,15239.5,25826.69921875,23.030000686645508,31782.23046875,14406.150390625
2021-04-23,15238.25,25609.099609375,22.690000534057617,31721.931640625,14341.349609375
2021-04-26,15436.900390625,25680.30078125,23.5,32274.775390625,14485.0
2021-04-27,15589.25,25815.75,23.079999923706055,32734.96875,14653.0498046875
2021-04-28,16039.75,25962.099609375,22.579999923706055,33722.41015625,14864.5498046875
2021-04-29,16047.0498046875,25874.30078125,23.309999465942383,33714.109375,14894.900390625
2021-04-30,15560.099609375,25664.44921875,23.030000686645508,32781.41796875,14631.099609375
2021-05-03,15529.2001953125,25676.05078125,23.690000534057617,32465.373046875,14634.150390625
2021-05-04,15401.599609375,25489.0,23.010000228881836,32269.974609375,14496.5
2021-05-05,15401.599609375,25786.94921875,23.010000228881836,32783.31640625,14617.849609375
2021-05-06,15654.7001953125,26258.69921875,22.040000915527344,32827.41796875,14724.7998046875
2021-05-07,15771.0498046875,26269.44921875,20.81999969482422,32904.1171875,14823.150390625
2021-05-10,15904.75,26273.44921875,20.229999542236328,33142.01171875,14942.349609375
2021-05-11,15904.75,26106.69921875,20.229999542236328,32871.81640625,14850.75
2021-05-12,15507.349609375,25855.44921875,20.079999923706055,32451.923828125,14696.5
2021-05-14,15412.349609375,25588.19921875,20.270000457763672,32169.177734375,14677.7998046875
2021-05-17,15905.2001953125,25703.55078125,19.610000610351562,33458.859375,14923.150390625
2021-05-18,16140.150390625,25958.25,19.239999771118164,33922.00390625,15108.099609375
2021-05-19,15981.4501953125,25982.80078125,19.31999969482422,33684.80859375,15030.150390625
2021-05-20,15981.4501953125,25894.5,19.31999969482422,33334.1640625,14906.0498046875
2021-05-21,16339.849609375,26105.30078125,19.079999923706055,34606.49609375,15175.2998046875
2021-05-24,16444.599609375,26144.19921875,19.1299991607666,34943.1953125,15197.7001953125
2021-05-25,16444.599609375,26393.900390625,19.1299991607666,34661.59765625,15208.4501953125
2021-05-26,16413.30078125,26857.349609375,20.8700008392334,34683.796875,15301.4501953125
2021-05-27,16438.900390625,27164.80078125,19.90999984741211,35094.64453125,15337.849609375
2021-05-28,16495.30078125,27122.80078125,17.399999618530273,35141.0390625,15435.650390625
2021-05-31,16495.30078125,27115.05078125,17.399999618530273,35526.234375,15582.7998046875
2021-06-01,16646.0,27144.400390625,17.389999389648438,35336.7890625,15574.849609375
