Date,Axis Bank,Bandhan Bank,Bank of Baroda,Canara Bank,Federal Bank,HDFC Bank,ICICI Bank,IDFC First Bank,IndusInd Bank,Kotak Mahindra Bank,Punjab National Bank,RBL Bank,State Bank of India,Union Bank of India,Yes Bank,Bajaj Finserv,Bajaj Finance,Chola Finance,IIFL Finance,L&T Finance,LIC Housing Finance,M&M Financial,Manappuram Finance,Muthoot Finance,Power Finance Corp,REC Ltd,Shriram Transport
2020-10-06,0.012307206373507034,0.045633385157285336,0.01196198690326904,0.0121147651893697,0.018528138947645108,0.02634711011729066,0.019902484807892234,0.03097222384437815,0.03471600441005221,0.017830376280833563,0.0017653883404617143,0.030892702526541922,0.014986539040969938,-0.0040814811220940776,-0.0037523638520943715,0.01924020967173158,0.026659663849889898,0.033505347798843683,-0.002509442020736921,,0.05105688562269275,0.019216522768775692,0.008950236532652426,0.029606075138096457,-0.0005727363941683027,0.014056617377542933,
2020-10-07,0.007643364200078275,0.02755775945327882,-0.013166114716246374,-0.02101849703559415,-0.005813993102168627,0.015739561204857085,0.005371770572240526,0.01434293053721925,-0.005958824090573513,-0.01017683796962611,-0.021391276700062325,-0.020676809519364858,-0.0047084047185278295,-0.004098394652916911,-0.011342319954006632,-0.015150663778419456,-0.04207540501693907,-0.025809184633580555,-0.012642446242377639,,-0.024493863149815397,-0.02857342680555482,-0.015262904680598625,-0.016986503832658144,-0.009790092248796903,-0.011532012471696168,
2020-10-08,-0.002651940408340452,0.013420987378910839,0.026160820259465256,0.0022335018378301734,0.014472051842836953,0.02510680053935777,0.01259510937870433,-0.003169593656484876,-0.002263793733825033,-0.0034785974454728053,0.001800118120184242,-0.01852177738570549,0.004186263929478625,0.0040983946529168985,-0.0038094702877366168,-0.005655025733071743,-0.0014119163584135157,-0.011467068202207416,-0.017324789968522724,,0.015640433284883338,0.017087908448823203,-0.008784153530434881,-0.023396900799595288,0.005194878758074266,-0.0010090934806874518,
2020-10-09,0.0351142348465793,0.020644831885674775,0.0391304974522842,0.029672412073568837,0.014265595848243532,0.03443147801262292,0.03549161291042581,0.014184689054295034,0.00862363241904095,-0.00018930780726809617,0.03880557415849162,0.03504171501182668,0.03489330422030681,0.01823752928925316,0.003809470287736573,0.007338484999990784,-0.002573484505355314,0.009105325072640112,0.006451816386502881,,0.06513767124229422,0.026597196620335783,0.01089270429245621,-0.005716905347536735,0.0017253737932941466,-0.01014701059445951,
2020-10-12,-0.00010687579296730613,0.0073473962623569625,-0.05808820413973087,-0.025220568766648514,-0.008534898344373949,-0.01626394556946961,0.006331177052075846,-0.025358025935029383,-0.013899011258112543,-0.005279680167524859,-0.015693407402180667,-0.02873441650779463,0.0020150984798504175,0.0,-0.01147237215313174,-0.0004143087087695108,0.00279886188622185,-0.019097475386805306,-0.014249118150085607,,-0.014315232791588127,-0.015111678263604027,-0.008765466167730602,8.761451953413534e-05,-0.01156044860475243,-0.023214840675950924,
2020-10-13,-0.014311261596075174,-0.022361946519136717,-0.012033961532887471,-0.0072444851786574215,-0.0009528258116605043,-0.01260352695653236,-0.01949328869728765,0.007993664947796728,-0.010223763515428778,0.0241183472577755,-0.021315131323355073,-0.030173477919170022,-0.01521324298875832,-0.026451278340712737,-0.0038535840445509595,-0.007656811289871682,-0.016546227046010175,-0.02563205397810338,0.010382984339498372,,-0.04560502984350895,-0.03328484996324005,-0.0067011094286686945,-0.0037266512546691557,-0.0175957741313248,-0.03397376107962892,
2020-10-14,0.021337813373434697,0.00046770486034260997,0.01799696267711527,-0.00955340121725095,0.00854299983652384,0.010830655097957435,0.026276274128942487,-0.004788514775911236,0.023480830200219082,0.006226307338039033,0.010714318865217475,0.0183866531579809,0.02198446085821237,-0.006204631967812342,-0.0038684916206563925,0.03884290098826294,0.029936129885847203,0.02803927910852342,-0.0006457941246621129,,-0.006264188676199898,0.019486076552882522,0.01757099750086387,0.015473035330557883,0.01991864613982952,0.030313626845762404,
2020-10-15,-0.018632120846362222,-0.05445705873225021,-0.04126806579561793,-0.00964529276781499,-0.021978930269401054,-0.035496963858196756,-0.03961418432705798,-0.03915676271848453,-0.040394019562201046,-0.03289945555831483,-0.016114913177766352,-0.03471944661819081,-0.03665471078039469,-0.0294758298250696,-0.01957009677851019,-0.03350574262487111,-0.04777117997647184,-0.050334056870920275,-0.020888323567115286,,-0.03156293001605787,-0.033355898083810065,-0.04420591282390792,-0.0034225968412178007,-0.01755450437144539,-0.021175914653772897,
2020-10-16,0.020963419066188347,0.02999837669893091,-0.0012399604572272739,0.001708888417853056,0.008658058740668313,0.025417246675633845,0.01295922357596134,0.021400090141050827,0.017077527685939578,0.020408060645392447,-0.009066237726005658,0.029500639476263645,0.0159468902880743,-0.0064309348383667945,0.0,0.008986301627488641,0.0051503450205784345,-0.00021094888681116956,-0.003303643660989574,,0.028065787889397224,0.0015947350444879375,0.021426120405988715,0.028198698913076154,0.004123700241792153,0.005868100315998947,
2020-10-19,0.042581681871360265,0.03361390533246017,0.07870566092416144,0.017489805567212996,0.0738341659143531,0.003495924095967919,0.051659309575050355,0.033630055584411185,0.0304376962080401,0.029597582972232486,0.01805094107010431,0.0390529187296024,0.04026041164869746,0.023380418032578038,0.019570096778510244,0.004826812411552221,0.011033297195060519,0.011107943335858664,0.03830388027230625,,0.02131609412209898,0.03484403223083586,0.012517063743920488,0.030580867598548753,0.025538220423329355,0.021053562355718435,
2020-10-20,0.002026510897648647,-0.0141560160656602,-0.04096525129073952,-0.0072972240007206455,0.011499498265645943,0.01680753558532504,-0.0060118300890894425,-0.0047356026416437436,-0.002954291939854286,-0.005754755172520104,-0.02170053070646141,0.003349197901162947,-0.004667620894485444,-0.01055983424761396,0.0,-0.004902210789926219,-0.0015467059161381144,0.0012497731113504335,0.008246160061013351,,-0.0015443215842784364,0.006519766567445162,0.0009099448957618021,0.006119575930492831,0.00343223982363513,0.014991360146930678,
2020-10-21,0.015069571671515989,-0.009760690917196049,0.01658799534440368,0.0005632339741849267,0.002635093423247111,0.018416924846562252,0.0136544862438782,-0.011137780365333657,0.004547713465865072,0.017740521142508087,-0.005499597367399765,0.005557074522236611,0.003441388588085591,0.03545737099133029,0.0038684916206563687,-0.00804672825727891,-0.009022432097936847,0.009735819252103215,-0.0031635968270312662,,0.02593577893611689,0.007995471781349555,0.013249110086816571,-0.013224133242620286,0.009662115684389782,0.01930910810058025,
2020-10-22,0.01749492047747829,-0.018360951708864946,0.007025674904740448,-0.005646411115032371,-0.008810617869625132,-0.010806616755888359,-0.017763226959859657,0.01587338300697737,-0.03129166932593231,-0.00017947139278039992,0.0,0.003871710768577211,-0.002211097286094126,-0.010298730399919496,-0.0194937949709335,-0.005221826167560557,0.024927486440620424,0.0022650460184777672,-0.015325952507157237,,0.03227169166213584,0.006425923306173424,-0.0075064756364158726,-0.016916190552789326,0.01738200050807692,0.019931131338320793,
